,Volatilite,Sharpe,Rendement
1898,-0.935097504565,-0.138233426708,0.761137190502
1777,0.301021673194,0.035015722722,0.148863397019
1897,2.566979193206,0.162265340757,0.279352846708
1776,0.721926267774,0.066923594067,0.24214463214
1896,-0.19329414256,-0.041588343364,0.318825607948
1894,1.120299190328,0.069224704178,0.353115945108
1773,-0.421731876709,-0.113481669376,0.228463822223
1893,-0.898559852052,-0.170265077718,0.526030449669
1772,-0.130043946765,-0.0517132982,0.200426337662
1892,1.959058560778,0.153262215083,0.246498216294
1771,-0.45652802294,-0.095909454612,0.294754555268
1538,2.636890749595,0.229829067537,0.200656787631
1779,0.451943334867,0.098701727841,0.096277089195
1792,0.824536583205,0.092001953447,0.200975033816
1791,0.565406119345,0.056009777948,0.222361185431
1789,0.843369029298,0.101405259779,0.18634134249
1788,0.616431955937,0.077757777178,0.176385152471
1787,0.378662708778,0.054069380161,0.138267973639
1544,0.362287920974,0.040370205054,0.173619703868
1786,0.314762574653,0.035511363207,0.158328285206
1542,0.256470716236,0.023557074311,0.163618348378
1784,0.065021210621,-0.01179083053,0.217514990547
1541,1.147536469238,0.209396181558,0.119160883347
1782,-0.404825090209,-0.06273821937,0.395873904651
1429,0.243375800494,0.01422417253,0.242287852154
1561,-0.265419903871,-0.076337743183,0.220591959549
1558,-0.416578128235,-0.130414605313,0.196227765514
1557,0.127874438142,-0.002013631613,0.170244914776
1434,0.715602520878,0.08301497002,0.193460572378
1433,0.599514057778,0.047629103929,0.279273507589
1432,0.042657772065,-0.021615453519,0.156635895884
1431,0.108076969298,-0.005037728657,0.204364530913
1794,0.045806634193,-0.010580173523,0.308986152421
1430,1.074679048176,0.091884581768,0.256627819618
1793,1.692558343898,0.15462837056,0.219789554153
1439,0.157983933954,0.004192410718,0.162128257723
1559,0.679745963729,0.107916829447,0.141106182028
1451,0.025343760107,-0.02256433814,0.178740113833
1572,-0.476537976496,-0.146960746046,0.201982502294
1450,0.880768086827,0.082621282841,0.238320796894
1571,1.737108464781,0.186282535097,0.185976888091
1569,0.036721087166,-0.030312535043,0.118979334064
1568,-0.08711523478,-0.074232827884,0.114681560783
1446,0.444059829417,0.034477879505,0.269432707473
1567,0.898960943981,0.105255720328,0.190691031596
1445,2.248887257805,0.15108928233,0.274989520022
1566,1.640662177717,0.227756258679,0.14579281259
1444,2.576561720831,0.213526330354,0.212798555467
1443,0.476357577703,0.042311358885,0.240032994276
1564,-0.103316329251,-0.047591828791,0.193349935464
1563,0.296230656709,0.036678682355,0.138190987258
1441,1.211546607537,0.026694048258,0.978515092606
1562,0.022023261575,-0.017733150336,0.23450491057
